etablissement_id,site_web,adresse,nb_etudiants,url_logo,url_image
0870669E,https://unilim.fr,,17658,http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A9%20de%20Limoges.png,http://commons.wikimedia.org/wiki/Special:FilePath/Services%20centraux%20de%20l%27Universit%C3%A9%20de%20Limoges%20%282%29.JPG
0871030X,http://www.lyc-jean-monnet.ac-limoges.fr,12 rue Louis Armstrong 87065 Limoges,358,,
0871030X,http://www.lyc-jean-monnet.ac-limoges.fr,12 rue Louis Armstrong 87065 Limoges,366,,
0880019T,https://lycee-lapicque.fr,5 rue Nicolas Bellot 88000 Épinal,1091,,
0880019T,https://lycee-lapicque.fr,5 rue Nicolas Bellot 88000 Épinal,1155,,
0880021V,http://lyc-mendes-france-epinal.monbureaunumerique.fr,2 rue du Haut des Etages 88021 Épinal,743,,
0880021V,http://lyc-mendes-france-epinal.monbureaunumerique.fr,2 rue du Haut des Etages 88021 Épinal,776,,
0880152M,https://www.lyceebaumont.com,32 rue de l'Orme 88100 Saint-Dié-des-Vosges,636,,
0880152M,https://www.lyceebaumont.com,32 rue de l'Orme 88100 Saint-Dié-des-Vosges,712,,
0881070K,https://www.campusdemirecourt.fr,270 avenue du Maréchal de Lattre de Tassigny 88500 Mirecourt,,,
0881679X,http://iutsd.univ-lorraine.fr/,"11, rue de l’Université, 88100 SAINT-DIÉ-DES-VOSGES",360,http://commons.wikimedia.org/wiki/Special:FilePath/IUT%20Saint-Di%C3%A9%20logo%20short.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Di%C3%A9-des-Vosges%2C%20b%C3%A2timent%20principal%20de%20l%27IUT%2C%20f%C3%A9vrier%202021.jpg
0890005X,http://lyc89-fourier.ac-dijon.fr,16 rue Raymond Poincaré BP 26 89010 Auxerre,1109,,
0890005X,http://lyc89-fourier.ac-dijon.fr,16 rue Raymond Poincaré BP 26 89010 Auxerre,1120,,
0890045R,http://www.terresdelyonne.com,La Brosse 89290 Venoy,,,
0891200W,http://lyc-janot-curie-sens.eclat-bfc.fr/,1 place Lech Walesa BP 803 89094 Sens,2095,,
0891200W,http://lyc-janot-curie-sens.eclat-bfc.fr/,1 place Lech Walesa BP 803 89094 Sens,2134,,
0900002N,http://lyc-condorcet-belfort.eclat-bfc.fr,13 avenue Roosevelt BP 537 90016 Belfort,981,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e2.jpg
0900002N,https://lyc-condorcet-belfort.eclat-bfc.fr/,13 avenue Roosevelt BP 537 90016 Belfort,981,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e2.jpg
0900002N,http://lyc-condorcet-belfort.eclat-bfc.fr,13 avenue Roosevelt BP 537 90016 Belfort,998,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e2.jpg
0900002N,https://lyc-condorcet-belfort.eclat-bfc.fr/,13 avenue Roosevelt BP 537 90016 Belfort,998,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e2.jpg
0910620E,http://www.lyc-doisneau-corbeil.ac-versailles.fr,89 avenue Serge Dassault 91813 Corbeil-Essonnes,2199,,
0910620E,http://www.lyc-doisneau-corbeil.ac-versailles.fr,89 avenue Serge Dassault 91813 Corbeil-Essonnes,2227,,
0912364A,http://www.lyc-tesla-dourdan.ac-versailles.fr,15-21 Chemin du Champ de Courses 91410 Dourdan,1762,,
0912364A,http://www.lyc-tesla-dourdan.ac-versailles.fr,15-21 Chemin du Champ de Courses 91410 Dourdan,1813,,
0910622G,http://www.lyc-st-hilaire-etampes.ac-versailles.fr/,2-6 avenue Geoffroy-Saint-Hilaire 91150 Etampes,1768,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Geoffroy-Saint-Hilaire.JPG
0910622G,https://www.lgsh.fr/,2-6 avenue Geoffroy-Saint-Hilaire 91150 Etampes,1768,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Geoffroy-Saint-Hilaire.JPG
0910622G,http://www.lyc-st-hilaire-etampes.ac-versailles.fr/,2-6 avenue Geoffroy-Saint-Hilaire 91150 Etampes,1780,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Geoffroy-Saint-Hilaire.JPG
0910622G,https://www.lgsh.fr/,2-6 avenue Geoffroy-Saint-Hilaire 91150 Etampes,1780,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Geoffroy-Saint-Hilaire.JPG
0910626L,http://www.ac-versailles.fr/etabliss/orsay,18 rue Alexander Fleming BP 55 91401 Orsay,1039,,
0910626L,http://www.ac-versailles.fr/etabliss/orsay,18 rue Alexander Fleming BP 55 91401 Orsay,1045,,
0910627M,http://www.lyc-corot-savigny.ac-versailles.fr/,Place Davout BP 118 91600 Savigny-sur-Orge,2106,,http://commons.wikimedia.org/wiki/Special:FilePath/Savigny-sur-Orge%20Chateau.JPG
0910627M,https://lyc-corot-savigny.ac-versailles.fr,Place Davout BP 118 91600 Savigny-sur-Orge,2106,,http://commons.wikimedia.org/wiki/Special:FilePath/Savigny-sur-Orge%20Chateau.JPG
0910627M,http://www.lyc-corot-savigny.ac-versailles.fr/,Place Davout BP 118 91600 Savigny-sur-Orge,2207,,http://commons.wikimedia.org/wiki/Special:FilePath/Savigny-sur-Orge%20Chateau.JPG
0910627M,https://lyc-corot-savigny.ac-versailles.fr,Place Davout BP 118 91600 Savigny-sur-Orge,2207,,http://commons.wikimedia.org/wiki/Special:FilePath/Savigny-sur-Orge%20Chateau.JPG
0910727W,https://www.lyceevilgenis.fr/,80 rue de Versailles - BP 112 - 91305 MASSY CEDEX,1390,,
0910727W,https://www.lyceevilgenis.fr/,80 rue de Versailles - BP 112 - 91305 MASSY CEDEX,1431,,
0910808J,https://scharles.org/lycee/,2 rue G Anthonioz de Gaulle 91200 Athis-Mons,799,,
0910808J,https://scharles.org/lycee/,2 rue G Anthonioz de Gaulle 91200 Athis-Mons,825,,
0910843X,http://www.saint-pierre91.org,70 rue de Montgeron 91800 Brunoy,1046,,
0910843X,http://www.saint-pierre91.org,70 rue de Montgeron 91800 Brunoy,1053,,
0910923J,https://www.iut-orsay.universite-paris-saclay.fr,,1200,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20IUT-D-ORSAY.svg,http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A9%20Paris-Saclay%20IUT%20Orsay%20Entr%C3%A9e%20Ao%C3%BBt%202022.jpg
0910975R,http://www.lyc-timbaud-bretigny.fr/,4 rue Henri Douard 91220 Brétigny-sur-Orge,1543,,
0910975R,http://www.lyc-timbaud-bretigny.fr/,4 rue Henri Douard 91220 Brétigny-sur-Orge,1554,,
0911346U,http://www.lyc-einstein-ste-genevieve.ac-versailles.fr/,Avenue de la Liberté 91706 Sainte-Geneviève-des-Bois,1207,,
0911346U,http://www.lyc-einstein-ste-genevieve.ac-versailles.fr/,Avenue de la Liberté 91706 Sainte-Geneviève-des-Bois,1283,,
0911913K,http://lyc-chevreuse-gif.ac-versailles.fr,8 rue de Madrid 91190 Gif-sur-Yvette,1124,,
0911913K,http://lyc-chevreuse-gif.ac-versailles.fr,8 rue de Madrid 91190 Gif-sur-Yvette,1152,,
0920135X,http://www.lyc-mounier-chatenay.ac-versailles.fr,35 rue des Prés-Hauts 92290 Châtenay-Malabry,826,,
0920135X,http://www.lyc-mounier-chatenay.ac-versailles.fr,35 rue des Prés-Hauts 92290 Châtenay-Malabry,832,,
0920136Y,http://www.lycee-newton.fr,1 place Jules Verne 92110 Clichy,1028,,
0920136Y,http://www.lycee-newton.fr,1 place Jules Verne 92110 Clichy,1035,,
0920138A,http://www.lyc-lapie-courbevoie.ac-versailles.fr,5 boulevard Aristide Briand 92400 Courbevoie,1103,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie%20%28Hauts-de-Seine%29%2C%2046%20rue%20de%20Colombes.%20Lyc%C3%A9e%20Paul%20Lapie.jpg
0920138A,http://www.lyc-lapie-courbevoie.ac-versailles.fr/,5 boulevard Aristide Briand 92400 Courbevoie,1103,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie%20%28Hauts-de-Seine%29%2C%2046%20rue%20de%20Colombes.%20Lyc%C3%A9e%20Paul%20Lapie.jpg
0920138A,http://www.lyc-lapie-courbevoie.ac-versailles.fr,5 boulevard Aristide Briand 92400 Courbevoie,1181,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie%20%28Hauts-de-Seine%29%2C%2046%20rue%20de%20Colombes.%20Lyc%C3%A9e%20Paul%20Lapie.jpg
0920138A,http://www.lyc-lapie-courbevoie.ac-versailles.fr/,5 boulevard Aristide Briand 92400 Courbevoie,1181,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie%20%28Hauts-de-Seine%29%2C%2046%20rue%20de%20Colombes.%20Lyc%C3%A9e%20Paul%20Lapie.jpg
0920141D,https://www.lyc-curie-nanterre.ac-versailles.fr,92 avenue Joliot-Curie 92014 Nanterre,1524,,
0920141D,https://www.lyc-curie-nanterre.ac-versailles.fr,92 avenue Joliot-Curie 92014 Nanterre,1554,,
0920146J,http://www.lyc-mariecurie-sceaux.ac-versailles.fr/,1 rue Constant Pilate 92330 Sceaux,999,,
0920146J,http://www.lyc-mariecurie-sceaux.ac-versailles.fr/,1 rue Constant Pilate 92330 Sceaux,1057,,
0920802X,http://www.lyc-vernant-sevres.ac-versailles.fr/,21 rue du Docteur Ledermann 92310 Sèvres,1409,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20de%20S%C3%A8vres%20-%20entr%C3%A9e.jpg
0920802X,http://www.lyceevernant.fr/,21 rue du Docteur Ledermann 92310 Sèvres,1409,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20de%20S%C3%A8vres%20-%20entr%C3%A9e.jpg
0920802X,http://www.lyc-vernant-sevres.ac-versailles.fr/,21 rue du Docteur Ledermann 92310 Sèvres,1426,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20de%20S%C3%A8vres%20-%20entr%C3%A9e.jpg
0920802X,http://www.lyceevernant.fr/,21 rue du Docteur Ledermann 92310 Sèvres,1426,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20de%20S%C3%A8vres%20-%20entr%C3%A9e.jpg
0920897A,,1 avenue Charles de Gaulle 92100 Boulogne-Billancourt,1253,,
0920897A,,1 avenue Charles de Gaulle 92100 Boulogne-Billancourt,1262,,
0921156G,http://www.lyc-galilee-gennevilliers.ac-versailles.fr,79 avenue Chandon 92230 Gennevilliers,1081,,
0921156G,http://www.lyc-galilee-gennevilliers.ac-versailles.fr,79 avenue Chandon 92230 Gennevilliers,1108,,
0921166T,http://www.lyc-jaures-chatenay.ac-versailles.fr,280 avenue Jean Jaurès 92290 Châtenay-Malabry,771,,
0921166T,http://www.lyc-jaures-chatenay.ac-versailles.fr,280 avenue Jean Jaurès 92290 Châtenay-Malabry,810,,
0921204J,https://www.parisnanterre.fr/,,28873,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,29345,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,29459,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,29643,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,29866,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,30370,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31001,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31459,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31606,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31714,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31807,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31928,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,31975,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,32293,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,32346,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,32381,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921204J,https://www.parisnanterre.fr/,,32616,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20Paris-Nanterre.svg,http://commons.wikimedia.org/wiki/Special:FilePath/L%27universit%C3%A9%20Paris%20Ouest%20Nanterre%20La%20D%C3%A9fense.jpg
0921365J,http://www.danielou.org,61-63 rue du Général de Miribel 92508 Rueil-Malmaison,409,,
0921365J,http://www.danielou.org,61-63 rue du Général de Miribel 92508 Rueil-Malmaison,411,,
0921484N,http://www.montalembert-courbevoie.com,238 boulevard Saint-Denis 92400 Courbevoie,1076,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie.Ecole%20Montalembert.Boulevard%20Saint-Denis.jpg
0921484N,http://www.montalembert-courbevoie.com,238 boulevard Saint-Denis 92400 Courbevoie,1090,,http://commons.wikimedia.org/wiki/Special:FilePath/Courbevoie.Ecole%20Montalembert.Boulevard%20Saint-Denis.jpg
0921594H,https://www.lyceemichelange92.fr/,2 avenue Georges Pompidou 92390 Villeneuve-la-Garenne,628,,
0921594H,https://www.lyceemichelange92.fr/,2 avenue Georges Pompidou 92390 Villeneuve-la-Garenne,661,,
0922149L,http://www.lyc-auffray-clichy.ac-versailles.fr/,23 rue Fernand Pelloutier 92110 Clichy,902,,
0922149L,http://www.lyc-auffray-clichy.ac-versailles.fr/,23 rue Fernand Pelloutier 92110 Clichy,938,,
0922398G,http://lyc-eiffel-rueil.ac-versailles.fr,78 avenue du Président Pompidou 92500 Rueil-Malmaison,726,,
0922398G,http://lyc-eiffel-rueil.ac-versailles.fr,78 avenue du Président Pompidou 92500 Rueil-Malmaison,750,,
0930117X,https://www.lgtlecorbusier.org/,44 rue Léopold Rechossiere 93300 Aubervilliers,1101,,
0930118Y,http://jean-renoir-bondy.info/,11 rue Frémin BP 133 93140 Bondy,1302,,
0930118Y,http://jean-renoir-bondy.info/,11 rue Frémin BP 133 93140 Bondy,1308,,
0930119Z,https://lyc-eugene-delacroix-drancy.ac-creteil.fr/lycee/,4 rue du Docteur Schweitzer 93700 Drancy,1872,,
0930119Z,https://lyc-eugene-delacroix-drancy.ac-creteil.fr/lycee/,4 rue du Docteur Schweitzer 93700 Drancy,1916,,
0930120A,http://www.feyder.fr,10 rue Henri Wallon BP 100 93801 Epinay-sur-Seine,1377,,
0930120A,http://www.feyder.fr,10 rue Henri Wallon BP 100 93801 Epinay-sur-Seine,1380,,
0930121B,http://www.lyceejaures.levillage.org,1 rue Dombasle 93105 Montreuil,1375,,http://commons.wikimedia.org/wiki/Special:FilePath/Entr%C3%A9e%20Lyc%C3%A9e%20Jean%20Jaur%C3%A8s%20Montreuil%20Seine%20St%20Denis%201.jpg
0930121B,http://www.lyceejaures.levillage.org,1 rue Dombasle 93105 Montreuil,1382,,http://commons.wikimedia.org/wiki/Special:FilePath/Entr%C3%A9e%20Lyc%C3%A9e%20Jean%20Jaur%C3%A8s%20Montreuil%20Seine%20St%20Denis%201.jpg
0930125F,http://www.lyceepauleluard.fr,15-17 avenue Jean Moulin 93200 Saint-Denis,1433,,
0930125F,http://www.lyceepauleluard.fr,15-17 avenue Jean Moulin 93200 Saint-Denis,1434,,
0930127H,http://www.lyceeclemenceauvillemomble.fr/,130 rue de Neuilly 93250 Villemomble,1208,,
0930127H,http://www.lyceeclemenceauvillemomble.fr/,130 rue de Neuilly 93250 Villemomble,1236,,
0930830X,http://lyceeschweitzer.fr/,11 allée Valère Lefebvre 93342 Le Raincy,1143,,
0930830X,http://lyceeschweitzer.fr/,11 allée Valère Lefebvre 93342 Le Raincy,1152,,
0930833A,http://www.lycjzayaulnay.fr/,12 avenue du Maréchal Juin 93604 Aulnay-sous-Bois,1279,,
0930833A,http://www.lycjzayaulnay.fr/,12 avenue du Maréchal Juin 93604 Aulnay-sous-Bois,1291,,
0930834B,http://www.lyceevoillaume.net,136 rue de Mitry 93600 Aulnay-sous-Bois,1284,,
0930834B,http://www.lyceevoillaume.net,136 rue de Mitry 93600 Aulnay-sous-Bois,1286,,
0930863H,http://www.legiondhonneur.fr,5 rue de la Légion d'Honneur 93206 Saint-Denis,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20d%27Education%20de%20la%20Legion%20d%27Honneur.jpg
0931238R,https://www.univ-spn.fr/,,22710,http://commons.wikimedia.org/wiki/Special:FilePath/Logo-UP13-noirS.png,http://commons.wikimedia.org/wiki/Special:FilePath/Parvis%20central%20du%20campus%20de%20Villetaneuse%20de%20l%27universit%C3%A9%20Paris%2013.jpg
0931584S,,8 rue Pierre Audat 93420 Villepinte,1349,,
0931584S,,8 rue Pierre Audat 93420 Villepinte,1358,,
0931827F,https://www.univ-paris8.fr/,,22023,http://commons.wikimedia.org/wiki/Special:FilePath/Universit%C3%A9%20Paris%208%20Logo%202024.svg,http://commons.wikimedia.org/wiki/Special:FilePath/B%C3%A2timent%20D%2C%20Universit%C3%A9%20Paris%208%20Vincennes-Saint-Denis%202024.jpg
0932046U,http://leonarddevinci-tremblay.ac-creteil.fr/,115 route des Petits Ponts BP 122 93290 Tremblay-en-France,908,,
0932046U,http://lyc-vinci-tremblay-en-france.ac-creteil.fr/intranet/,115 route des Petits Ponts BP 122 93290 Tremblay-en-France,908,,
0932046U,http://leonarddevinci-tremblay.ac-creteil.fr/,115 route des Petits Ponts BP 122 93290 Tremblay-en-France,929,,
0932046U,http://lyc-vinci-tremblay-en-france.ac-creteil.fr/intranet/,115 route des Petits Ponts BP 122 93290 Tremblay-en-France,929,,
0932047V,http://www.lyceeevaristegalois.fr,32 avenue Montaigne 93165 Noisy-le-Grand,991,,
0932047V,http://www.lyceeevaristegalois.fr,32 avenue Montaigne 93165 Noisy-le-Grand,1017,,
0940113M,http://www.lycee-langevin-wallon.com,126 avenue Roger Salengro 94500 Champigny-sur-Marne,860,,
0940113M,http://www.lycee-langevin-wallon.com,126 avenue Roger Salengro 94500 Champigny-sur-Marne,869,,
0940118T,http://www.larmand.fr,173 boulevard de Strasbourg 94130 Nogent-sur-Marne,711,,
0940118T,http://www.larmand.fr,173 boulevard de Strasbourg 94130 Nogent-sur-Marne,762,,
0940121W,http://www.lyceedarsonval.fr,65 rue du Pont de Créteil 94107 Saint-Maur-des-Fossés,1009,,
0940121W,http://www.lyceedarsonval.fr,65 rue du Pont de Créteil 94107 Saint-Maur-des-Fossés,1020,,
0940123Y,http://lycee-apollinaire-thiais.fr,42 rue du Pavé de Grignon 94320 Thiais,1356,,
0940123Y,http://lycee-apollinaire-thiais.fr,42 rue du Pavé de Grignon 94320 Thiais,1378,,
0940124Z,https://www.cite-scolaire-berlioz.org/,8 avenue Antoine Quinson 94307 Vincennes,1144,,
0940124Z,https://www.cite-scolaire-berlioz.org/,8 avenue Antoine Quinson 94307 Vincennes,1201,,
0940126B,http://www.maxp.fr,Place San Benedetto del Tronto BP 56 94142 Alfortville,977,,
0940126B,http://www.maxp.fr,Place San Benedetto del Tronto BP 56 94142 Alfortville,996,,
0940580V,http://lyceedecachan.fr/,63 avenue du Président Wilson 94235 Cachan,1582,,
0940580V,http://lyceedecachan.fr/,63 avenue du Président Wilson 94235 Cachan,1622,,
0940585A,http://www.lyceemansart.fr,25 avenue de la Banque 94100 Saint-Maur-des-Fossés,624,,
0940585A,http://www.lyceemansart.fr,25 avenue de la Banque 94100 Saint-Maur-des-Fossés,643,,
0940742W,http://www.guillaumebude.com,2 voie Georges Pompidou 94450 Limeil-Brévannes,1619,,
0940742W,http://www.guillaumebude.com,2 voie Georges Pompidou 94450 Limeil-Brévannes,1630,,
0940821G,http://www.gregormendel.org,205 rue de Fontenay 94300 Vincennes,368,,
0940821G,http://www.gregormendel.org,205 rue de Fontenay 94300 Vincennes,382,,
0940822H,http://ledoux-ebtp.com/,30 rue de la paix 94307 Vincennes,533,,
0940822H,http://ledoux-ebtp.com/,30 rue de la paix 94307 Vincennes,543,,
0940878U,http://www.tdechardin.org,2 place d'Armes 94106 Saint-Maur-des-Fossés,971,,
0940878U,http://www.tdechardin.org,2 place d'Armes 94106 Saint-Maur-des-Fossés,983,,
0941111X,https://www.u-pec.fr/,,24156,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,24546,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,26276,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,26726,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,26743,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,26998,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,27668,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,28345,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,28631,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,29271,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,30150,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,31237,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,32124,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,32779,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,33548,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,34182,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,36030,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,37313,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941111X,https://www.u-pec.fr/,,37388,,http://commons.wikimedia.org/wiki/Special:FilePath/CMC%20%28photo%209%29.JPG
0941347D,http://www.caap-picasso.com/,2 avenue Pablo Picasso 94120 Fontenay-sous-Bois,758,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Pablo%20Picasso%20Fontenay%20Bois%204.jpg
0941347D,https://lyceepicasso.org/,2 avenue Pablo Picasso 94120 Fontenay-sous-Bois,758,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Pablo%20Picasso%20Fontenay%20Bois%204.jpg
0941347D,http://www.caap-picasso.com/,2 avenue Pablo Picasso 94120 Fontenay-sous-Bois,776,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Pablo%20Picasso%20Fontenay%20Bois%204.jpg
0941347D,https://lyceepicasso.org/,2 avenue Pablo Picasso 94120 Fontenay-sous-Bois,776,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Pablo%20Picasso%20Fontenay%20Bois%204.jpg
0952196W,http://www.lyc-polyvalent-monod-enghien.ac-versailles.fr,71 avenue de Ceinture 95880 Enghien-les-Bains,1715,,http://commons.wikimedia.org/wiki/Special:FilePath/LyceeGustaveMonod%20Enghien-les-Bains.jpg
